date,lat_bin,lon_bin,mmsi,fishing_hours
2012-11-04,0,1720,441812000,0.87472222222222218
2012-11-04,0,1760,440670000,2.0038888888888891
2012-11-04,0,1762,441650000,1.7752777777777777
2012-11-04,0,1761,441650000,1.7945833333333334
2012-11-04,0,-201,263570000,1.7125000000000001
2012-11-04,256,572,422525000,3.6690277777777776
2012-11-04,256,571,422523000,0.23347222222222225
2012-11-04,256,572,422523000,0.8026388888888889
2012-11-04,512,23,227322630,6.3304166666666672
2012-11-04,512,-103,219838000,0.83069444444444451
2012-11-04,512,-102,219838000,1.4720833333333334
2012-11-04,512,20,205275000,5.10388888888889
2012-11-04,512,21,205275000,0.79763888888888879
2012-11-04,768,128,273550600,1.5637500000000002
2012-11-04,768,138,273550600,1.5980555555555553
2012-11-04,768,131,273550600,1.5918055555555557
2012-11-04,768,136,273550600,3.1876388888888889
2012-11-04,768,289,258185000,1.5651388888888889
2012-11-04,768,290,258185000,3.1862500000000002
2012-11-04,768,291,258185000,3.1398611111111112
2012-11-04,768,140,273451570,1.6055555555555556
2012-11-04,768,141,273451570,5.5556944444444447
2012-11-04,768,139,273451570,1.6301388888888888
2012-11-04,768,138,273451570,1.5854166666666667
2012-11-04,768,140,273550400,1.5623611111111111
2012-11-04,768,139,273550400,1.6193055555555556
2012-11-04,768,135,273213010,1.6041666666666667
2012-11-04,768,139,273213010,3.8630555555555555
2012-11-04,768,136,273213010,1.5583333333333333
2012-11-04,768,288,257554600,1.5594444444444444
2012-11-04,768,133,273341920,1.5663888888888891
2012-11-04,768,132,273341920,3.9225
2012-11-04,768,137,273341920,2.379027777777778
2012-11-04,768,138,273217010,2.3819444444444446
2012-11-04,-256,647,224288000,3.8648611111111113
2012-11-04,-256,-446,401081889,4.2233333333333336
2012-11-04,-256,568,224016000,1.0445833333333334
2012-11-04,-256,570,224016000,4.6509722222222223
2012-11-04,1,1723,441812000,1.8029166666666667
2012-11-04,1,1722,441812000,3.3733333333333335
2012-11-04,1,1721,441812000,1.7931944444444445
2012-11-04,1,1724,441812000,0.98597222222222225
2012-11-04,1,1719,441812000,1.34875
2012-11-04,1,1720,441812000,0.77652777777777782
2012-11-04,1,1758,440670000,1.0323611111111111
2012-11-04,1,1749,440670000,1.2141666666666666
2012-11-04,1,1748,440670000,1.3931944444444444
2012-11-04,1,1761,441650000,2.1016666666666666
2012-11-04,1,-202,263570000,1.4444444444444444
2012-11-04,257,573,422523000,2.7365277777777779
2012-11-04,257,-182,431927000,0.56375
2012-11-04,257,1197,412443891,10.597638888888889
2012-11-04,513,-63,250002435,6.3136111111111113
2012-11-04,513,23,227322630,0.40055555555555555
2012-11-04,513,1581,273896200,0.77763888888888888
2012-11-04,513,21,205275000,2.8423611111111109
2012-11-04,513,23,205284000,0.25444444444444447
2012-11-04,513,22,205284000,1.3170833333333334
2012-11-04,513,10,235000760,7.8947222222222226
2012-11-04,513,9,234999260,0.64222222222222225
2012-11-04,769,127,273550600,1.5513888888888889
2012-11-04,769,125,273550600,1.5637500000000002
2012-11-04,769,287,258186000,1.5808333333333335
2012-11-04,769,287,257247000,3.1743055555555557
2012-11-04,769,286,257247000,1.5641666666666667
2012-11-04,769,230,259647000,1.5652777777777778
2012-11-04,769,232,259647000,1.5894444444444444
2012-11-04,769,231,259647000,3.1291666666666664
2012-11-04,769,286,258185000,2.370972222222222
2012-11-04,769,287,258185000,3.1555555555555559
2012-11-04,769,288,258185000,2.3972222222222221
2012-11-04,769,287,259485000,6.2347222222222225
2012-11-04,769,288,259485000,4.7215277777777782
2012-11-04,769,287,259282000,3.1555555555555554
2012-11-04,769,284,258247000,1.5666666666666667
2012-11-04,769,288,257554600,11.043472222222222
2012-11-04,769,287,257554600,4.725138888888889
2012-11-04,769,286,273213100,1.5638888888888889
2012-11-04,-255,-446,401081889,1.1865277777777778
2012-11-04,-255,-445,401081889,1.762361111111111
2012-11-04,-255,568,224016000,3.0833333333333335
2012-11-04,-255,569,224016000,1.6606944444444443
2012-11-04,-255,565,224016000,0.84916666666666674
2012-11-04,-255,566,224016000,1.9836111111111112
2012-11-04,-255,564,224016000,0.85916666666666663
2012-11-04,-255,89,224049630,1.7279166666666663
2012-11-04,-255,90,224049630,3.5329166666666669
2012-11-04,2,1719,441812000,1.8179166666666666
2012-11-04,2,1722,441812000,1.6375
2012-11-04,2,1724,441812000,1.0054166666666666
2012-11-04,2,1751,440670000,0.82472222222222225
2012-11-04,2,1759,440670000,1.6906944444444443
2012-11-04,2,1757,440670000,2.6320833333333331
2012-11-04,2,1750,440670000,1.7000000000000002
2012-11-04,2,1749,440670000,0.99652777777777779
2012-11-04,2,1748,440670000,0.92499999999999993
2012-11-04,2,1753,440670000,1.3316666666666666
2012-11-04,2,1754,440670000,2.7093055555555559
2012-11-04,2,1752,440670000,1.6955555555555555
2012-11-04,2,1758,440670000,0.93638888888888883
2012-11-04,2,1764,441650000,0.93625
2012-11-04,2,1763,441650000,0.78194444444444444
2012-11-04,2,1761,441650000,3.3026388888888887
2012-11-04,2,1757,440935000,2.6669444444444443
2012-11-04,2,1751,440935000,0.8486111111111112
2012-11-04,2,1753,440935000,1.6558333333333333
2012-11-04,2,1755,440935000,0.87486111111111109
2012-11-04,2,1752,440935000,0.31930555555555556
2012-11-04,2,1749,440935000,3.1284722222222223
2012-11-04,2,1748,440935000,2.4026388888888888
2012-11-04,2,1758,440935000,1.908611111111111
2012-11-04,2,1750,440935000,1.675138888888889
2012-11-04,258,-181,431927000,0.41069444444444447
2012-11-04,514,-63,250002435,5.9059722222222231
2012-11-04,514,1582,273896200,5.4193055555555558
2012-11-04,514,1581,273896200,1.5997222222222223
2012-11-04,514,-63,250000908,5.3668055555555556
2012-11-04,514,1793,367444760,18.662083333333332
2012-11-04,514,17,205275000,4.0181944444444442
2012-11-04,514,17,205284000,9.0388888888888879
2012-11-04,514,18,205284000,1.0383333333333333
2012-11-04,514,10,235000760,8.130694444444444
2012-11-04,514,-87,250108400,6.0287500000000005
2012-11-04,514,-61,250000626,5.3518055555555559
2012-11-04,770,288,258186000,1.5958333333333332
2012-11-04,770,286,258186000,1.5556944444444445
2012-11-04,770,287,258186000,6.3062499999999995
2012-11-04,770,284,258186000,3.1697222222222226
2012-11-04,770,285,257247000,4.6712500000000006
2012-11-04,770,284,257247000,1.5623611111111111
2012-11-04,770,287,257247000,4.7147222222222229
2012-11-04,770,231,259647000,3.1237500000000002
2012-11-04,770,233,259647000,4.6925
2012-11-04,770,229,259647000,1.6097222222222221
2012-11-04,770,234,259647000,1.6040277777777778
2012-11-04,770,230,259647000,3.1374999999999997
2012-11-04,770,232,259647000,1.57
2012-11-04,770,286,258185000,2.337361111111111
2012-11-04,770,287,258185000,2.3391666666666664
2012-11-04,770,288,259485000,1.5818055555555555
2012-11-04,770,286,259485000,6.2834722222222226
2012-11-04,770,285,259282000,6.2569444444444446
2012-11-04,770,287,259282000,3.1597222222222223
2012-11-04,770,286,258247000,1.5734722222222222
2012-11-04,770,288,257554600,1.5680555555555555
2012-11-04,770,289,257554600,1.5833333333333335
2012-11-04,770,286,273213100,11.004444444444443
2012-11-04,770,285,273212100,3.1141666666666667
2012-11-04,770,282,273212100,1.560138888888889
2012-11-04,770,284,273212100,5.530555555555555
2012-11-04,770,286,273212100,7.077638888888889
2012-11-04,770,287,273212100,3.185138888888889
2012-11-04,770,285,273430750,9.4538888888888888
2012-11-04,770,287,273430750,1.5770833333333334
2012-11-04,770,286,273430750,4.6640277777777772
2012-11-04,770,284,273430750,1.5956944444444443
2012-11-04,770,286,227489000,1.58375
2012-11-04,770,282,259691000,1.6041666666666665
2012-11-04,-510,-628,740368000,5.3665277777777778
2012-11-04,-254,-445,401081889,1.9113888888888888
2012-11-04,-254,92,224049630,1.8638888888888889
2012-11-04,-254,91,224049630,1.723611111111111
2012-11-04,3,1720,441812000,1.8152777777777778
2012-11-04,3,1721,441812000,3.474444444444444
2012-11-04,3,-201,263570000,2.90125
2012-11-04,3,1753,440935000,1.3177777777777777
2012-11-04,3,1760,440935000,2.0181944444444442
2012-11-04,3,1757,440935000,1.6855555555555557
2012-11-04,3,1752,440935000,1.3488888888888888
2012-11-04,3,1754,440935000,2.7122222222222221
2012-11-04,259,1197,412443906,2.8586111111111112
2012-11-04,515,1560,273819400,2.391111111111111
2012-11-04,515,1583,273896200,1.5694444444444446
2012-11-04,515,1582,273896200,6.1619444444444449
2012-11-04,515,1793,367444760,3.8458333333333328
2012-11-04,515,1792,367444760,1.5593055555555555
2012-11-04,515,-85,250001702,9.96736111111111
2012-11-04,515,17,205284000,1.6068055555555556
2012-11-04,515,1791,368526000,1.6134722222222222
2012-11-04,771,272,258186000,1.6084722222222223
2012-11-04,771,274,258186000,1.5586111111111112
2012-11-04,771,278,258186000,1.5529166666666667
2012-11-04,771,283,258186000,1.598611111111111
2012-11-04,771,285,257247000,1.5581944444444444
2012-11-04,771,287,257247000,6.3359722222222228
2012-11-04,771,232,259647000,1.5684722222222223
2012-11-04,771,297,273555500,3.1483333333333334
2012-11-04,771,294,273555500,2.4098611111111112
2012-11-04,771,298,273555500,4.6680555555555552
2012-11-04,771,295,273555500,6.2834722222222226
2012-11-04,771,300,273555500,3.9472222222222224
2012-11-04,771,285,259485000,3.1456944444444446
2012-11-04,771,286,259485000,1.6236111111111111
2012-11-04,771,284,259282000,1.5681944444444444
2012-11-04,771,271,261383000,6.2495833333333328
2012-11-04,771,273,261383000,1.5758333333333334
2012-11-04,771,274,261383000,1.5695833333333333
2012-11-04,771,272,261383000,4.8018055555555552
2012-11-04,771,275,261383000,3.1291666666666664
