date,lat_bin,lon_bin,mmsi,fishing_hours
2013-12-07,588,0,219386000,5.8352777777777778
2013-12-07,588,0,220453000,4.2176388888888887
2013-12-07,591,0,219240000,0.47875
2013-12-07,592,0,219240000,0.66305555555555551
2013-12-07,594,0,219060000,1.2447222222222223
2013-12-07,595,0,219060000,2.6330555555555555
2013-12-07,600,0,235001420,1.6320833333333333
2013-12-07,499,0,227337000,7.2279166666666663
2013-12-07,499,0,228939000,0.60694444444444451
2013-12-07,501,0,244583000,1.5011111111111113
2013-12-07,501,0,227553000,0.64819444444444452
2013-12-07,501,0,227302000,0.20097222222222222
2013-12-07,501,0,227414000,1.8808333333333331
2013-12-07,502,0,218325000,0.61569444444444443
2013-12-07,502,0,244583000,0.22375
2013-12-07,502,0,227853000,6.4655555555555546
2013-12-07,502,0,228111700,6.1961111111111107
2013-12-07,502,0,227302000,0.44888888888888889
2013-12-07,503,0,227853000,3.2991666666666664
2013-12-07,503,0,228111700,1.9412500000000001
2013-12-07,504,0,235097599,1.0166666666666666
2013-12-07,504,0,235000480,1.2795833333333333
2013-12-07,504,0,227873000,1.78875
2013-12-07,504,0,235900104,0.54944444444444451
2013-12-07,504,0,235014687,2.8572222222222221
2013-12-07,505,0,227137600,2.1997222222222224
2013-12-07,505,0,235097599,6.2440277777777755
2013-12-07,505,0,235900104,5.4181944444444445
2013-12-07,505,0,235014687,1.2856944444444445
2013-12-07,507,0,235102453,0.35236111111111112
2013-12-07,368,256,240280000,1.1058333333333332
2013-12-07,-225,512,533333001,4.8002777777777776
2013-12-07,-223,512,533333007,6.707638888888888
2013-12-07,-222,512,533333007,8.0956944444444439
2013-12-07,-199,1536,503798800,2.8644444444444446
2013-12-07,-198,1536,503798800,2.3727777777777779
2013-12-07,-283,1536,503552600,12.159861111111111
2013-12-07,-282,1536,503552600,1.4834722222222223
2013-12-07,-281,1536,503552600,2.777222222222222
2013-12-07,-280,1536,503552600,0.48277777777777781
2013-12-07,6,1792,520243000,4.7666666666666666
2013-12-07,7,1792,520243000,1.8295833333333329
2013-12-07,8,1792,520243000,7.3312500000000007
2013-12-07,23,1792,440731000,1.825
2013-12-07,613,-1792,440873000,0.79819444444444443
2013-12-07,613,-1792,273825210,1.4941666666666666
2013-12-07,614,-1792,440873000,0.82277777777777772
2013-12-07,615,-1792,440912000,0.81861111111111118
2013-12-07,616,-1792,440912000,0.73791666666666667
2013-12-07,-29,-1792,416002195,5.0827777777777783
2013-12-07,-54,-1536,416072600,2.3765277777777776
2013-12-07,-142,-1280,440847000,4.3230555555555554
2013-12-07,-139,-1280,441038000,1.4168055555555554
2013-12-07,-138,-1280,440773000,4.0458333333333334
2013-12-07,-137,-1280,441038000,1.7966666666666666
2013-12-07,-131,-1280,440858000,0.99916666666666665
2013-12-07,498,-1280,316023833,1.6058333333333332
2013-12-07,499,-1280,316022149,7.8154166666666693
2013-12-07,499,-1280,316023833,4.0534722222222221
2013-12-07,38,-256,224044870,1.7790277777777779
2013-12-07,344,-256,224114750,1.6400000000000001
2013-12-07,640,-256,251151000,1.5513888888888889
2013-12-07,662,-256,251092000,1.131388888888889
2013-12-07,663,-256,251250110,1.5602777777777779
2013-12-07,663,-256,251153000,0.60458333333333336
2013-12-07,663,-256,251036110,1.8093055555555555
2013-12-07,663,-256,251092000,1.6352777777777776
2013-12-07,664,-256,251050110,2.0813888888888887
2013-12-07,664,-256,251250110,1.4300000000000002
2013-12-07,529,1,235096863,9.0187499999999989
2013-12-07,589,1,220453000,7.501666666666666
2013-12-07,591,1,219240000,1.5355555555555556
2013-12-07,594,1,219060000,2.7395833333333335
2013-12-07,594,1,220461000,1.4529166666666666
2013-12-07,595,1,219060000,2.9097222222222223
2013-12-07,595,1,220461000,4.5173611111111107
2013-12-07,596,1,220461000,0.21375
2013-12-07,596,1,259521000,0.736388888888889
2013-12-07,597,1,259521000,0.47222222222222221
2013-12-07,501,1,244583000,3.4529166666666664
2013-12-07,501,1,246429000,0.65972222222222221
2013-12-07,501,1,218359000,0.63291666666666668
2013-12-07,501,1,228369000,0.43638888888888894
2013-12-07,501,1,227302000,1.0562500000000001
2013-12-07,502,1,218359000,0.87805555555555559
2013-12-07,502,1,218325000,1.2972222222222223
2013-12-07,502,1,228111700,0.43763888888888891
2013-12-07,502,1,244583000,6.6790277777777778
2013-12-07,502,1,246429000,3.52125
2013-12-07,502,1,211238930,1.4144444444444444
2013-12-07,502,1,227302000,3.7615277777777774
2013-12-07,503,1,235000480,2.5994444444444444
2013-12-07,503,1,228111700,10.309861111111111
2013-12-07,503,1,227853000,7.7343055555555562
2013-12-07,504,1,227873000,2.0076388888888888
2013-12-07,504,1,228364000,0.6397222222222223
2013-12-07,504,1,235000480,9.6080555555555538
2013-12-07,505,1,235014687,4.2968055555555553
2013-12-07,505,1,227873000,0.42083333333333334
2013-12-07,505,1,227137600,2.9058333333333337
2013-12-07,505,1,235900104,4.4587499999999993
2013-12-07,505,1,228364000,0.22513888888888889
2013-12-07,505,1,227137400,0.84013888888888888
2013-12-07,505,1,235097599,6.2986111111111107
2013-12-07,507,1,235096124,1.2577777777777779
2013-12-07,725,257,257225000,1.5406944444444446
2013-12-07,726,257,257225000,5.4931944444444447
2013-12-07,727,257,257225000,3.16375
2013-12-07,-227,513,533333009,4.1345833333333335
2013-12-07,339,1281,440213110,8.7138888888888886
2013-12-07,343,1281,440126150,7.0529166666666665
2013-12-07,-194,1537,503798800,5.2411111111111115
2013-12-07,-191,1537,503798800,9.350138888888889
2013-12-07,22,1793,440731000,1.6194444444444445
2013-12-07,23,1793,440731000,2.0486111111111112
2013-12-07,612,-1791,273440420,1.5251388888888888
2013-12-07,613,-1791,273822210,0.72888888888888892
2013-12-07,614,-1791,440873000,2.2034722222222225
2013-12-07,614,-1791,273822210,1.5819444444444444
2013-12-07,614,-1791,273825210,3.0325
2013-12-07,614,-1791,440912000,1.6055555555555554
2013-12-07,-29,-1791,416002195,7.2468055555555555
2013-12-07,-28,-1791,416002195,1.6327777777777777
2013-12-07,-54,-1535,416072600,1.6640277777777777
2013-12-07,-150,-1279,440958000,5.975
2013-12-07,-146,-1279,440958000,2.7390277777777778
2013-12-07,-142,-1279,440847000,0.86208333333333331
2013-12-07,-140,-1279,441038000,0.77083333333333326
2013-12-07,-139,-1279,441038000,0.92069444444444448
2013-12-07,-139,-1279,440773000,2.7230555555555553
2013-12-07,-138,-1279,440773000,2.700277777777778
2013-12-07,-137,-1279,441038000,1.9459722222222222
2013-12-07,-137,-1279,440382000,1.2129166666666666
2013-12-07,-131,-1279,440858000,1.6302777777777779
2013-12-07,-130,-1279,440858000,2.6680555555555556
2013-12-07,-335,-511,5625,6.4625
2013-12-07,663,-255,251153000,0.38236111111111115
2013-12-07,663,-255,251036110,0.98486111111111108
2013-12-07,663,-255,251092000,4.6380555555555558
2013-12-07,664,-255,251250110,6.047361111111111
2013-12-07,664,-255,251153000,1.4319444444444445
2013-12-07,664,-255,251050110,4.675
2013-12-07,664,-255,251036110,1.9820833333333334
2013-12-07,-34,-255,441057000,0.76652777777777781
