date,lat_bin,lon_bin,mmsi,fishing_hours
2014-08-28,0,-9,224120000,2.6500000000000004
2014-08-28,0,-7,224120000,1.8284722222222221
2014-08-28,256,1217,416001097,6.6695833333333336
2014-08-28,256,1227,416001436,16.02277777777778
2014-08-28,256,1225,416001436,5.6052777777777774
2014-08-28,512,28,205269000,3.3311111111111114
2014-08-28,512,29,205269000,1.0326388888888889
2014-08-28,512,-103,250002475,2.2455555555555557
2014-08-28,512,-104,250002475,0.38749999999999996
2014-08-28,512,-102,250002475,5.6002777777777775
2014-08-28,512,1793,368382000,0.82638888888888884
2014-08-28,512,1792,368382000,4.5716666666666672
2014-08-28,512,-59,227486000,0.58097222222222222
2014-08-28,512,-57,228236600,7.9674999999999985
2014-08-28,512,-55,205277000,1.5955555555555554
2014-08-28,512,-59,227314000,3.6456944444444446
2014-08-28,512,-60,227314000,0.26819444444444446
2014-08-28,512,-101,228004700,0.7105555555555555
2014-08-28,512,-100,228004700,1.2065277777777779
2014-08-28,512,-99,228004700,1.6731944444444444
2014-08-28,512,-55,227366000,0.28625
2014-08-28,512,-56,227366000,1.5944444444444446
2014-08-28,512,-58,227366000,0.23138888888888887
2014-08-28,512,-57,227366000,0.21111111111111111
2014-08-28,512,28,205307000,0.71819444444444447
2014-08-28,512,-59,228954000,3.2347222222222216
2014-08-28,512,-60,228954000,1.6444444444444444
2014-08-28,512,27,205294000,1.443611111111111
2014-08-28,512,28,205294000,3.0933333333333333
2014-08-28,512,-57,227406000,2.75125
2014-08-28,512,-59,227406000,1.1119444444444446
2014-08-28,512,-56,227406000,0.68263888888888891
2014-08-28,512,-58,227406000,1.0320833333333335
2014-08-28,512,-69,250392000,4.6116666666666664
2014-08-28,512,24,205261000,3.0872222222222225
2014-08-28,512,23,205261000,2.9338888888888892
2014-08-28,512,27,205261000,0.61458333333333326
2014-08-28,512,25,205261000,1.3612499999999998
2014-08-28,512,26,205261000,3.1090277777777775
2014-08-28,512,29,205026000,0.83347222222222228
2014-08-28,512,28,205026000,1.4688888888888889
2014-08-28,512,29,205281000,1.3119444444444444
2014-08-28,512,28,205281000,3.5209722222222224
2014-08-28,512,23,245473000,0.44152777777777774
2014-08-28,512,-84,250000884,3.0613888888888892
2014-08-28,512,-83,250000884,0.75305555555555548
2014-08-28,512,-85,250000884,1.5298611111111111
2014-08-28,512,28,205323000,0.21166666666666667
2014-08-28,512,23,227320060,3.8119444444444444
2014-08-28,768,412,251360110,1.5291666666666668
2014-08-28,-512,-570,740372000,5.134444444444445
2014-08-28,-512,-625,224820000,1.2348611111111112
2014-08-28,-512,-625,224701000,2.1956944444444444
2014-08-28,-512,-618,224978000,1.5526388888888891
2014-08-28,-512,-619,224978000,0.86625
2014-08-28,-512,-620,224978000,0.78472222222222221
2014-08-28,-512,-622,224978000,1.6790277777777776
2014-08-28,-512,-621,224978000,1.2295833333333333
2014-08-28,-512,-569,740358000,5.1431944444444442
2014-08-28,-512,-569,740356000,1.5290277777777779
2014-08-28,-512,-569,740366000,1.5319444444444446
2014-08-28,-512,-622,224888000,10.498055555555554
2014-08-28,-256,-1568,416000476,4.8704166666666664
2014-08-28,-256,-1569,416000476,0.7716666666666665
2014-08-28,-256,474,224556000,0.78222222222222226
2014-08-28,-256,473,224556000,1.3026388888888887
2014-08-28,-256,472,224556000,1.0777777777777775
2014-08-28,-256,471,224556000,0.89597222222222217
2014-08-28,1,7,224929000,0.84111111111111114
2014-08-28,257,1228,416001078,22.6075
2014-08-28,257,1575,416002922,8.4766666666666666
2014-08-28,257,1576,416002922,10.996666666666668
2014-08-28,257,1228,416001661,22.301388888888891
2014-08-28,513,27,205269000,0.20111111111111113
2014-08-28,513,29,205269000,1.687222222222222
