date,lat_bin,lon_bin,mmsi,fishing_hours
2015-10-07,0,1666,548895000,0.41847222222222225
2015-10-07,0,1665,548905000,2.4766666666666666
2015-10-07,0,1752,431686000,1.3027777777777776
2015-10-07,256,516,466518290,1.890138888888889
2015-10-07,256,-1132,367050490,1.0595833333333333
2015-10-07,512,23,227322630,2.6487499999999997
2015-10-07,512,29,205269000,0.42250000000000004
2015-10-07,512,26,244938000,0.74597222222222226
2015-10-07,512,25,244938000,3.6333333333333329
2015-10-07,512,24,244938000,2.9468055555555557
2015-10-07,512,1444,273848610,2.4138888888888888
2015-10-07,512,1443,273848610,9.696805555555553
2015-10-07,512,17,205161000,3.2416666666666667
2015-10-07,512,27,245331000,0.083333333333333329
2015-10-07,512,-55,228236600,0.79777777777777781
2015-10-07,512,-57,228236600,0.25513888888888892
2015-10-07,512,-56,228236600,2.0561111111111114
2015-10-07,512,-103,250000958,0.59152777777777776
2015-10-07,512,-102,250000958,1.7837500000000002
2015-10-07,512,20,244221000,13.223333333333334
2015-10-07,512,19,244221000,0.27611111111111108
2015-10-07,512,-67,250002264,6.3377777777777773
2015-10-07,512,-103,235005820,6.920694444444444
2015-10-07,512,-79,250132400,11.7
2015-10-07,512,-143,232006840,12.9525
2015-10-07,512,-142,232006840,5.5215277777777771
2015-10-07,512,-83,250002872,4.7544444444444443
2015-10-07,512,-82,250002872,2.6281944444444445
2015-10-07,512,-85,250002872,3.8294444444444444
2015-10-07,512,-86,250002872,1.4263888888888889
2015-10-07,512,-84,250002872,4.2047222222222222
2015-10-07,512,28,205315000,8.7694444444444475
2015-10-07,512,27,205315000,0.38597222222222227
2015-10-07,512,29,205315000,4.6516666666666673
2015-10-07,512,29,205272000,2.7640277777777782
2015-10-07,512,28,205272000,1.1884722222222222
2015-10-07,512,27,205272000,0.25708333333333333
2015-10-07,512,28,205026000,7.3011111111111084
2015-10-07,512,29,205026000,0.63930555555555557
2015-10-07,512,28,205271000,0.94180555555555556
2015-10-07,512,27,205271000,0.26458333333333328
2015-10-07,512,29,245655000,3.7561111111111121
2015-10-07,512,-80,250001121,3.0208333333333335
2015-10-07,512,-79,250001121,6.8283333333333331
2015-10-07,512,-78,250001121,1.2525
2015-10-07,512,-77,250001121,1.47125
2015-10-07,512,-81,250003172,2.3025
2015-10-07,512,-79,250003172,2.1740277777777779
2015-10-07,512,-80,250003172,2.9925
2015-10-07,512,30,205281000,0.22652777777777777
2015-10-07,512,29,205281000,1.5677777777777779
2015-10-07,512,28,205281000,9.1276388888888889
2015-10-07,512,17,226230000,4.2838888888888889
2015-10-07,512,-103,250001143,2.4306944444444447
2015-10-07,512,-102,250001143,1.7970833333333336
2015-10-07,512,-99,250001143,0.64861111111111114
2015-10-07,512,-85,250379000,4.4056944444444435
2015-10-07,512,-81,250379000,1.3115277777777776
2015-10-07,512,-83,250379000,1.5636111111111111
2015-10-07,512,-86,250379000,4.0299999999999994
2015-10-07,512,-84,250379000,1.8722222222222218
2015-10-07,512,-82,250379000,1.0998611111111112
2015-10-07,512,29,205291000,0.13
2015-10-07,512,29,205323000,6.3001388888888865
2015-10-07,512,28,205323000,3.1052777777777782
2015-10-07,768,286,257560600,0.80111111111111111
2015-10-07,768,284,257560600,0.7944444444444444
2015-10-07,768,285,257560600,4.4631944444444445
2015-10-07,768,285,231124000,1.02875
2015-10-07,768,286,231124000,0.80986111111111114
2015-10-07,768,427,273894000,1.4483333333333333
2015-10-07,768,286,258052000,0.7944444444444444
2015-10-07,768,1462,273217700,1.6598611111111106
2015-10-07,768,1463,273217700,0.76402777777777775
2015-10-07,768,1464,273217700,0.76361111111111113
2015-10-07,768,1459,273217700,0.73472222222222228
2015-10-07,768,1461,273217700,1.345
2015-10-07,-512,-628,224978000,0.79166666666666663
2015-10-07,-512,-627,224978000,10.539027777777777
2015-10-07,-512,-626,224978000,1.9069444444444443
2015-10-07,-512,-627,224378000,1.26375
2015-10-07,-512,-626,224378000,0.36819444444444444
2015-10-07,-512,-625,224567000,0.93625
2015-10-07,-512,-626,224567000,0.75805555555555548
2015-10-07,-256,2,224084640,0.48874999999999991
2015-10-07,-256,3,224084640,0.16680555555555554
2015-10-07,-256,1132,503029410,10.263611111111112
2015-10-07,-256,1130,503029410,3.0709722222222227
2015-10-07,-256,1131,503029410,4.90888888888889
2015-10-07,-256,589,224696000,0.38833333333333331
2015-10-07,-256,587,224696000,0.66152777777777783
2015-10-07,-256,590,224696000,0.38638888888888889
2015-10-07,-256,586,224696000,0.64680555555555552
2015-10-07,-256,585,224696000,0.3888888888888889
2015-10-07,-256,342,273532100,3.5548611111111108
2015-10-07,-256,341,273532100,9.6170833333333334
2015-10-07,-256,340,273532100,9.5531944444444452
2015-10-07,-256,7,224459000,0.80013888888888884
2015-10-07,-256,2,224459000,0.50375
2015-10-07,-256,1,224459000,0.5494444444444444
2015-10-07,-256,6,224459000,0.65708333333333335
2015-10-07,-256,8,224459000,2.060138888888889
2015-10-07,1,1671,548895000,1.6679166666666665
2015-10-07,1,1666,548905000,2.8427777777777781
2015-10-07,1,1669,548905000,0.83333333333333326
2015-10-07,257,1201,412443415,5.5930555555555559
2015-10-07,257,1200,412443415,0.60013888888888889
2015-10-07,257,570,422611000,2.0358333333333336
2015-10-07,257,1200,412443016,1.8186111111111112
2015-10-07,513,29,205269000,1.9280555555555554
2015-10-07,513,30,205269000,1.2644444444444443
2015-10-07,513,28,244245000,1.0091666666666665
2015-10-07,513,30,244245000,1.243611111111111
2015-10-07,513,29,244245000,3.1952777777777781
2015-10-07,513,33,245706000,2.541666666666667
2015-10-07,513,34,245706000,0.19180555555555556
2015-10-07,513,25,244938000,3.5990277777777782
2015-10-07,513,30,205290000,3.3498611111111103
2015-10-07,513,29,205290000,5.5598611111111111
2015-10-07,513,31,205290000,0.26777777777777778
2015-10-07,513,30,205236000,3.1091666666666669
2015-10-07,513,29,205236000,1.6704166666666667
2015-10-07,513,31,205236000,0.67541666666666678
2015-10-07,513,1443,273848610,4.3841666666666672
2015-10-07,513,-77,250001702,9.2861111111111114
2015-10-07,513,-76,250001702,4.9691666666666663
2015-10-07,513,-79,250001702,7.681805555555556
2015-10-07,513,-78,250001702,1.5419444444444446
2015-10-07,513,18,205161000,6.2955555555555573
2015-10-07,513,22,246057000,2.2954166666666662
2015-10-07,513,23,246057000,0.76208333333333333
2015-10-07,513,-62,250105650,12.954027777777776
2015-10-07,513,28,245331000,0.72041666666666659
2015-10-07,513,29,245331000,0.38125
2015-10-07,513,-103,250000958,1.8747222222222222
2015-10-07,513,-105,250000958,3.6479166666666667
2015-10-07,513,-104,250000958,1.0876388888888888
2015-10-07,513,26,245928000,0.63583333333333336
2015-10-07,513,27,245928000,0.11222222222222222
2015-10-07,513,25,245928000,8.5695833333333322
2015-10-07,513,34,244615490,2.4016666666666673
2015-10-07,513,32,244615490,2.2908333333333335
2015-10-07,513,33,244615490,4.3498611111111112
2015-10-07,513,31,244615490,1.1527777777777779
2015-10-07,513,20,244221000,1.31625
2015-10-07,513,22,244221000,2.2297222222222222
2015-10-07,513,21,244221000,3.1797222222222223
2015-10-07,513,33,245106000,7.5197222222222226
2015-10-07,513,34,245106000,1.1361111111111113
2015-10-07,513,32,245106000,3.1626388888888894
2015-10-07,513,-67,250002264,6.9255555555555555
2015-10-07,513,32,245244000,0.53722222222222227
2015-10-07,513,33,245244000,6.5169444444444444
2015-10-07,513,1582,273892200,6.6863888888888887
2015-10-07,513,22,245542000,1.7963888888888886
2015-10-07,513,23,245542000,0.39138888888888884
2015-10-07,513,21,245542000,1.0122222222222221
2015-10-07,513,20,245542000,0.14611111111111111
2015-10-07,513,-1294,316004981,1.0388888888888888
2015-10-07,513,32,246299000,0.12666666666666665
2015-10-07,513,33,246299000,1.3470833333333332
2015-10-07,513,34,246299000,1.4927777777777778
2015-10-07,513,37,205264000,0.99027777777777781
2015-10-07,513,-80,250001028,1.4372222222222222
2015-10-07,513,-81,250001028,1.1640277777777777
2015-10-07,513,-79,250001028,0.31333333333333335
2015-10-07,513,30,205189000,0.078472222222222221
2015-10-07,513,29,24593300,3.8727777777777779
2015-10-07,513,30,24593300,0.76958333333333329
2015-10-07,513,28,24593300,1.0459722222222223
2015-10-07,513,27,205273000,1.2097222222222221
2015-10-07,513,29,205273000,0.2697222222222222
2015-10-07,513,28,205273000,3.8073611111111112
2015-10-07,513,29,205272000,0.15513888888888888
2015-10-07,513,28,205026000,0.97305555555555567
2015-10-07,513,29,205026000,2.6708333333333334
2015-10-07,513,30,246327000,10.22361111111111
2015-10-07,513,31,246327000,0.14055555555555554
2015-10-07,513,-76,250001121,3.1526388888888883
2015-10-07,513,-80,250001121,2.9472222222222229
2015-10-07,513,-79,250001121,2.2430555555555554
