date,lat_bin,lon_bin,mmsi,fishing_hours
2013-07-18,256,1482,416001451,0.85083333333333333
2013-07-18,512,-65,250103560,2.6490277777777775
2013-07-18,512,-66,250103560,2.0973611111111108
2013-07-18,512,-107,227957000,0.55444444444444452
2013-07-18,512,-108,227957000,3.4222222222222225
2013-07-18,512,-61,250000399,1.9105555555555556
2013-07-18,512,-60,250000399,2.2968055555555553
2013-07-18,512,29,245706000,0.20305555555555554
2013-07-18,512,28,245706000,0.40791666666666671
2013-07-18,512,25,244938000,0.61819444444444449
2013-07-18,512,24,244938000,1.0277777777777779
2013-07-18,512,26,244938000,0.60986111111111119
2013-07-18,512,-65,250000917,2.991944444444445
2013-07-18,512,-66,250000917,1.7633333333333334
2013-07-18,512,-67,250000917,1.3695833333333334
2013-07-18,512,21,227323170,1.5240277777777775
2013-07-18,512,-61,227486000,2.5144444444444445
2013-07-18,512,-60,227486000,1.9188888888888886
2013-07-18,512,-62,227486000,4.563194444444445
2013-07-18,512,-65,250107700,1.9031944444444442
2013-07-18,512,-64,250107700,5.6974999999999989
2013-07-18,512,-63,250107700,1.4947222222222223
2013-07-18,512,-66,250107700,1.4476388888888891
2013-07-18,512,-62,227411000,0.8354166666666667
2013-07-18,512,-63,227411000,1.2641666666666669
2013-07-18,512,26,245331000,1.8647222222222222
2013-07-18,512,27,245331000,0.21069444444444446
2013-07-18,512,28,245331000,0.40833333333333333
2013-07-18,512,24,245331000,1.7837499999999997
2013-07-18,512,25,245331000,6.7988888888888876
2013-07-18,512,-95,250451000,1.4698611111111113
2013-07-18,512,-94,250451000,10.323055555555555
2013-07-18,512,1792,368499000,12.519305555555556
2013-07-18,512,1793,368499000,8.4263888888888889
2013-07-18,512,1791,368499000,3.2190277777777778
2013-07-18,512,-60,227336000,1.8495833333333334
2013-07-18,512,-61,227336000,1.8641666666666663
2013-07-18,512,-65,250002504,3.5859722222222219
2013-07-18,512,-66,250002504,1.2654166666666669
2013-07-18,512,-65,250000465,2.9236111111111112
2013-07-18,512,-66,250000465,1.0441666666666667
2013-07-18,512,28,205265000,0.63041666666666663
2013-07-18,512,27,205265000,1.2591666666666665
2013-07-18,512,-65,250470000,2.3912500000000003
2013-07-18,512,-72,250470000,0.41
2013-07-18,512,-67,250470000,0.93597222222222221
2013-07-18,512,-66,250470000,7.2716666666666683
2013-07-18,512,-73,250470000,0.425
2013-07-18,512,-83,228231800,2.118611111111111
2013-07-18,512,-89,250002299,8.8165277777777789
2013-07-18,512,-88,250002299,1.4341666666666666
2013-07-18,512,1551,273844100,5.3520833333333329
2013-07-18,512,-63,250001028,1.7956944444444443
2013-07-18,512,-65,250001028,2.1337500000000005
2013-07-18,512,-66,250001028,1.6166666666666667
2013-07-18,512,-64,250001028,0.73583333333333334
2013-07-18,512,28,205285000,13.336527777777775
2013-07-18,512,27,205285000,1.7
2013-07-18,512,-61,228954000,6.7973611111111119
2013-07-18,512,-62,228954000,1.2865277777777777
2013-07-18,512,-107,228151700,5.9106944444444451
2013-07-18,512,-46,235021469,0.62861111111111112
2013-07-18,512,-47,235021469,1.860972222222222
2013-07-18,512,1440,273870500,8.0391666666666666
2013-07-18,512,1441,273870500,7.5930555555555532
2013-07-18,512,30,205273000,4.3997222222222234
2013-07-18,512,29,205273000,2.3120833333333333
2013-07-18,512,-60,227406000,0.41666666666666663
2013-07-18,512,-62,227406000,0.63902777777777775
2013-07-18,512,-61,227406000,1.2675
2013-07-18,512,27,205315000,1.2470833333333333
2013-07-18,512,28,205315000,10.866388888888887
2013-07-18,512,-108,224792000,2.9951388888888895
2013-07-18,512,28,205272000,2.7129166666666666
2013-07-18,512,29,205272000,2.5025000000000004
2013-07-18,512,27,205272000,0.20819444444444443
2013-07-18,512,30,205272000,1.0379166666666666
2013-07-18,512,-60,205165000,0.22472222222222221
2013-07-18,512,29,205026000,0.20861111111111111
2013-07-18,512,28,205026000,8.8159722222222214
2013-07-18,512,27,205026000,0.81902777777777769
2013-07-18,512,-60,250000854,2.183472222222222
2013-07-18,512,-115,250444000,6.8662500000000009
2013-07-18,512,-107,224492000,4.4583333333333339
2013-07-18,512,-107,224780000,4.1920833333333327
2013-07-18,512,-64,250001121,0.41166666666666668
2013-07-18,512,-66,250001121,5.0363888888888884
2013-07-18,512,-65,250001121,5.0213888888888887
2013-07-18,512,-72,250000868,0.22083333333333333
2013-07-18,512,-73,250000868,0.62458333333333327
2013-07-18,512,-65,250103800,1.6588888888888889
2013-07-18,512,-66,250103800,3.1962500000000005
2013-07-18,512,-70,250103800,1.662222222222222
2013-07-18,512,-65,250379000,4.0695833333333331
2013-07-18,512,-64,250379000,1.275
2013-07-18,512,-66,250379000,3.5034722222222214
2013-07-18,512,29,205291000,0.81430555555555562
2013-07-18,512,28,205291000,1.0155555555555555
2013-07-18,512,28,205323000,10.66444444444444
2013-07-18,512,27,205323000,0.63513888888888892
2013-07-18,768,365,227360000,1.5569444444444445
2013-07-18,768,374,227360000,1.5905555555555555
2013-07-18,768,369,227360000,1.5597222222222222
2013-07-18,768,367,227360000,1.5570833333333334
2013-07-18,768,361,227360000,1.5723611111111111
2013-07-18,768,372,227360000,1.5416666666666665
2013-07-18,768,345,273312270,1.5709722222222222
2013-07-18,768,346,273312270,1.5526388888888889
2013-07-18,768,343,273312270,2.3463888888888889
2013-07-18,768,342,273312270,1.5958333333333332
2013-07-18,768,347,273312270,3.1222222222222222
2013-07-18,768,344,273312270,1.5777777777777779
2013-07-18,768,343,224298000,2.3888888888888888
2013-07-18,768,346,273841710,1.5777777777777779
